disturb,10
dogs,10
donut,10
downtown,10
drape,10
embrace,10
endearing,10
engineering,10
exhausting,10
explained,10
fake,10
famous,10
flat,10
flu,10
fort,10
foster,10
frog,10
fuck,10
gap,10
garlic,10
genuine,10
gossip,10
grabbing,10
groupme,10
hes,10
himself,10
hip,10
hips,10
hopes,10
hotel,10
hulu,10
id,10
included,10
internally,10
january,10
jeans,10
jesus,10
joining,10
jump,10
jumping,10
kicked,10
kicking,10
knife,10
leading,10
leftovers,10
lightly,10
link,10
lock,10
loose,10
luna,10
lying,10
lymph,10
meat,10
meetings,10
microphone,10
mixed,10
nobody,10
north,10
offended,10
orange,10
original,10
overheard,10
pace,10
pda,10
peanut,10
peds,10
phase,10
popped,10
powers,10
pregnancy,10
prime,10
printer,10
proof,10
puddle,10
quietly,10
rant,10
rare,10
rebel,10
recieve,10
replace,10
restaurant,10
rolled,10
rollercoaster,10
satan,10
security,10
sentiment,10
session,10
shook,10
shown,10
siblings,10
singular,10
southern,10
spaces,10
spectacular,10
stairs,10
stopping,10
stops,10
stronger,10
structure,10
sugar,10
switching,10
ta,10
the,10
tie,10
tightly,10
tone,10
touching,10
tree,10
truth,10
tuition,10
tummy,10
turtle,10
unable,10
uncles,10
unsure,10
visually,10
warmth,10
wherever,10
youtube,10
absolute,9
abuse,9
accident,9
accomplished,9
agreed,9
airports,9
among,9
anne,9
anywho,9
apple,9
apples,9
application,9
article,9
artsy,9
assuming,9
attached,9
authentic,9
