timestamp,high,low,humidity,pressure
1577779200,24.79,11.38,0.9,1008.4
1577865600,33.19,27.93,0.92,998.2
1577952000,35.8,28.36,0.93,999.4
1578038400,33.52,19.5,0.92,1011.8
1578124800,29.95,24.08,0.91,1018.3
1578211200,35.49,22.14,0.86,1012.7
1578297600,35.52,21.0,0.86,1017.7
1578384000,26.53,-2.15,0.81,1018.4
