timestamp,high,low,pressure,humidity
1582444800,72.84,51.35,1024.0,0.71
1582531200,76.75,62.63,1017.5,0.72
1582617600,72.07,61.27,1012.9,0.91
1582704000,71.08,42.51,1013.6,0.95
1582790400,58.05,34.19,1021.5,0.65
1582876800,61.83,41.41,1024.1,0.58
1582963200,65.95,35.08,1024.9,0.58
1583049600,71.49,47.55,1025.8,0.56
1583136000,76.47,59.78,1020.7,0.66
1583222400,79.32,62.68,1015.9,0.75
1583308800,83.83,67.21,1015.1,0.81
