timestamp,high,low,pressure,humidity
1581249600,75.66,47.69,1028.8,0.67
1581336000,82.8,61.39,1024.2,0.78
1581422400,84.43,64.23,1020.5,0.84
1581508800,84.01,64.66,1018.6,0.87
1581595200,84.08,56.0,1016.5,0.87
1581681600,62.39,41.68,1022.5,0.88
1581768000,73.72,51.04,1026.2,0.73
1581854400,80.3,57.4,1020.6,0.84
1581940800,76.03,63.46,1018.8,0.92
1582027200,82.02,66.58,1020.5,0.85
1582113600,80.58,62.78,1021.6,0.82
