timestamp,high,low,pressure,humidity
1581667200,62.13,41.42,1022.6,0.86
1581753600,73.28,50.65,1026.4,0.72
1581840000,79.86,57.11,1020.7,0.82
1581926400,72.07,61.01,1018.8,0.9
1582012800,84.26,63.48,1020.6,0.83
1582099200,80.88,61.2,1022.1,0.83
1582185600,74.44,42.17,1019.9,0.86
1582272000,50.74,33.63,1025.7,0.74
1582358400,64.59,40.85,1028.2,0.66
1582444800,73.31,50.05,1024.2,0.69
1582531200,77.11,63.38,1017.8,0.7
