timestamp,high,low,pressure,humidity
1583222400,50.55,33.18,1002.8,0.83
1583308800,45.48,26.33,1012.4,0.7
1583395200,51.99,35.07,1017.6,0.61
1583481600,38.57,23.33,1019.7,0.79
1583568000,44.93,31.98,1032.9,0.61
1583654400,61.78,47.27,1026.8,0.49
1583740800,64.73,52.74,1022.0,0.51
1583827200,55.43,33.69,1016.4,0.84
1583913600,47.23,39.72,1020.6,0.83
1584000000,57.98,36.86,1011.9,0.9
1584086400,40.13,28.18,1015.6,0.8
