timestamp,high,low,pressure,humidity
1582876800,31.89,16.87,1018.8,0.57
1582963200,35.73,28.15,1022.2,0.53
1583049600,53.95,35.35,1010.8,0.72
1583136000,43.43,30.95,1007.1,0.76
1583222400,48.36,33.47,1004.5,0.71
1583308800,44.48,32.44,1014.2,0.67
1583395200,51.96,30.31,1015.1,0.62
1583481600,35.89,24.68,1027.0,0.75
1583568000,51.29,39.53,1031.1,0.62
1583654400,60.0,45.71,1022.3,0.45
1583740800,55.32,34.41,1016.8,0.79
